# 由 tools/corpus/glossary_es.py 生成（Azure Translator F0）。词	[词性. ]译词	[词性. ]译词
㕮	v. masticar
植食性昆虫	n. insectos herbívoros
植骨术	n. cirugía de injerto óseo
植龙	n. plantación de dragones
椎	n. verte
椎体	n. cuerpo vertebral
椎前间隙	n. espacio vertebral anterior
椎动脉	n. arteria vertebral
椎名桔平	n. Se llamaba Kippei
椎基底动脉	n. arteria vertebrobasilar
椎孔	n. verte foramen
椎尾水轮虫	n. cercóforo estrioleo
椎弓	n. vértebras
椎弓根	n. raíz pedicular
椎板	n. vértebras
椎管	n. conducto espinal
椎管内肿瘤切除术	n. resección tumoral endoespinal
椎管内麻醉	n. anestesia espinal
椎管狭窄	n. estenosis del canal espinal
椎管造影	n. canalografía espinal
椎间孔	n. foramen intervertebral
椎间盘	n. disco intervertebral
椎间盘变性	n. degeneración del disco intervertebral
椎间盘脱出	n. hernia de disco
椎间盘造影	n. discografía de Intervertebral
椎骨	n. vértebras
椐	n. qiu
椑	n. ataúd de madera
椑南乡	n. Fu Nanxiang
椒	n. pimienta
椒园乡	n. Municipio de Jiaoyuan
椒园村	n. Aldea de Jiaoyuan
椒子街	n. Calle Jiaozi
椒房街	n. Calle Jiaofang
椒江	n. Jiaojiang
椒江大桥	n. Puente de Jiaojiang
椒江大酒店	n. Gran Hotel Jiaojiang
椒河鳗	n. anguila del río Pepper
椒盐	n. sal de pimienta
椒盐锅盔	n. guokui sal y pimienta
椒盐馓子	n. sanzi sal y pimienta
椒麻鸡	n. Pollo picante con pimiento
椓	v. castrar
椟	n. caja
椠	n. roble
椤	n. luo
椪	n. baqueta
椭	adj. elíptico
椭圆	n. elipse
椭圆前鲽	n. platija delantera ovalada
椭圆囊	n. saco elíptico
椭圆四极虫	n. gusano cuádruple ovalado
椭圆形	n. de forma ovalada
椭圆毛蟹蛛	n. araña cangrejo peluda elíptica
椭圆粘体虫	n. gusano pegajoso elíptico
椰	n. coco
椰圆蚧	n. escarabajo redondo del coco
椰奶	n. leche de coco
椰子	n. coco
椰子汁	n. zumo de coco
椰子深鰕虎	n. gobio profundo de coco
椰子深鰕虎鱼	n. gobio profundo de coco
椰子糕	n. pastel de coco
椰子螺	n. caracol de coco
椰子蟹	n. cangrejo de coco
椰子饼	n. pastel de coco
椰林	n. palmerales
椰枣	n. palmeras datileras
椰树	n. palmeras
椰汁	n. agua de coco
椰蓉	n. coco rallado
椰蓉包	n. bollo de coco
椰蓉面包	n. pan de coco
椰蓉马卡隆	n. macarons de coco
椰蟹	n. cangrejo de coco
椰酱	n. salsa de coco
椰香面包	n. pan de coco
椴	n. linden
椴树	n. tilo
椸	n. roble
椹	n. moreras
椹果	n. moreras
椽	n. viga
椽子	n. viga
椿	n. chun
椿木乡	n. Municipio de Chunmu
椿树园	n. Jardín Chun Shu
椿树岭	n. Cresta Chunshu
椿树胡同	n. Chunshu Hutong
椿树馆街	n. Calle Pabellón Chunshu
椿皮	n. corteza de toon
楂	n. espino
楒	n. shu
楔	n. cuña
楔叶	n. hoja en cuña
楔叶纲	n. Clase Leaf-slender
楔嘴雀	n. gorrión pico cuñado
楔子	n. prólogo
楔形	n. en forma de cuña
楔形文字	n. cuneiforme
楔形文字法	n. método cuneiforme
楔形棘赤刀鱼	n. pez cuña espinoso rojo
楗	n. cerrojo
楙	n. Mao
楚	n. Chu
楚乔	n. Chu Qiao
楚克	n. Chuke
楚共王	n. Rey Gong de Chu
楚剧	n. Ópera de Chu
楚国	n. Estado de Chu
楚威王	n. Rey Wei de Chu
楚安村	n. Aldea de Chuan
楚宣王	n. Rey Xuan de Chu
楚州区	n. Distrito de Chuzhou
楚平王	n. Rey Ping de Chu
楚幽王	n. Rey You de Chu
楚庄王	n. Rey Zhuang de Chu
楚康王	n. Rey Kang de Chu
楚德白鲑	n. Chu De Baiji
楚怀王	n. Rey Huai de Chu
楚悼王	n. Rey Dao de Chu
楚惠王	n. Rey Hui de Chu
楚成王	n. Rey Cheng de Chu
楚文王	n. Rey Wen de Chu
楚昭王	n. Rey Zhao de Chu
楚楚	adj. chuchu
楚楚动人	phr. delicado y cautivador
楚楚可怜	adj. patético
楚武王	n. Rey Wu de Chu
楚河	n. Río Chu
楚湘街	n. Calle Chuxiang
楚灵王	n. Rey Ling de Chu
楚玉	n. Chu Yu
楚留香	n. Chu Liuxiang
楚穆王	n. Rey Mu de Chu
楚简王	n. Rey Jian de Chu
楚考烈王	n. Rey Kaolie de Chu
楚肃王	n. Rey Su de Chu
楚门	n. Truman
楚雄	n. Chuxiong
楚雄县	n. Condado de Chuxiong
楚雄州	n. Prefectura de Chuxiong
楚雄市	n. Ciudad de Chuxiong
楚雄西道	n. Carretera Chuxiong Oeste
楚顷襄王	n. Rey Qingxiang de Chu
楝	n. neel
楞	v. mirar fijamente
楞个	pron. sorprendido
楠	n. nan
楠哥	n. Nan-ge
楠姐	n. Nan-jie
楠木	n. nanmu
楠木厅	n. Salón Nanmu
楠木坪乡	n. Municipio de Nanmuping
楠木村	n. Aldea de Nanmu
楠木林	n. bosque de Nanmu
楠木铺乡	n. Municipio de Nanmupu
楠梓	n. Nanzi
楠楠	n. Nannan
楠海花园	n. Jardín Nanhai
楠竹山村	n. Aldea de Nanzhushan
楠迪熊	n. Nandi Bear
楠雄	n. Kusuo
楣	n. dintel
楤木	n. madera de roble
楦	n. última
楩	n. Pino
楪	n. zhe
楫	n. ji
楬树蛙	n. ranas arborícolas
楮	n. morera de papel
楯	n. escudo
楯形目	n. Orden Scutesiformes
楯魮	n. escudo y escudo
楯齿属	n. género de dientes escudidos
楷	n. kai
楷书	n. escritura regular
楷体	n. escritura regular
楷哥	n. kai-ge
楷模	n. modelos a seguir
楸	n. qiu
楹	n. pilares
楹联	n. pareados
楼	n. edificio
楼上	n. arriba
楼下	n. abajo
楼下村	n. Pueblo de Louxia
楼主	n. Maestro de torre
楼仔	n. lou Zai
楼兰	n. Loulan
楼冈	n. Lougang
楼冯	n. Lou Feng
楼前	n. delante del edificio
楼区	n. distrito de Construcción
楼台	n. torres y terrazas
楼台亭阁	phr. pabellones y torres
楼坪	n. Louping
楼堂馆所	n. pabellones y pabellones
楼子	n. louzi
楼宇	n. edificios
楼层	n. suelo
楼岗	n. lougang
楼巷	n. Louxiang
楼市	n. mercado inmobiliario
楼店	n. loudian
楼张村	n. Pueblo Louzhang
楼房	n. edificios de apartamentos
楼村	n. Pueblo Lou
楼板	n. tablas del suelo
楼梁村	n. Pueblo de Louliang
楼梓庄村	n. Aldea de Louzizhuang
楼梦	n. loumeng
楼梯	n. escaleras
楼梯上	n. en las escaleras
楼楼	n. loulou
楼烦	n. Loufan
楼玄	n. Lou Xuan
楼田	n. Loutian
楼的	phr. suelo
楼盘	n. desarrollos inmobiliarios
楼社	n. lou She
楼窑	n. horno Lou
楼群	n. complejo de edificios
楼背	n. loubei
楼脚村	n. Pueblo de Loujiao
楼自庄	n. La torre es Zizhuang
楼船	n. naves-torre
楼英	n. Lou Ying
楼莲胶囊	n. Cápsula Loulian
楼道	n. corredor
楼道里	n. en el pasillo
楼里	n. interior del edificio
楼阁	n. pabellones
楼阁台	n. pabellones y terrazas
楼面	n. suelo
楼顶	n. azotea
楼高	n. la torre es alta
概	adv. resumen
概况	n. resumen
概念	n. concepto
概念依赖	n. dependencia del concepto
概念分析	n. análisis conceptual
概念分类	n. clasificación de conceptos
概念化	v. conceptualizar
概念图	n. diagrama conceptual
概念数据模型	n. modelo conceptual de datos
概念术语	n. terminología conceptual
概念模型	n. modelo conceptual
概念模式	n. modelo conceptual
概念理解	n. comprensión de conceptos
概念股	n. acciones conceptuales
概括	v. resumir
概括性	n. generalización
概括移转	n. transferencia resumida
概数	n. número aproximado
概率	n. probabilidad
概率传播	n. diferencial de probabilidad
概率函数	n. función de probabilidad
概率分布	n. distribución de probabilidad
概率分析	n. análisis de probabilidad
概率密度	n. densidad de probabilidad
概率密度函数	n. función densidad de probabilidad
概率推理	n. razonamiento de probabilidades
概率期望	n. esperanza de probabilidad
概率模型	n. modelos probabilísticos
概率测试	n. pruebas de probabilidad
概率算法	n. algoritmos de probabilidad
概率系统	n. sistema de probabilidad
概率统计	n. estadística de probabilidad
概率论	n. teoría de la probabilidad
概率题	n. problemas de probabilidad
概略	n. resumen
概算	n. estimación
概莫能外	phr. nadie pudo resistirse
概要	n. resumen
概要设计	n. diseño de esquemas
概观	n. resumen
概览	n. resumen
概言之	phr. hablar en general
概论	n. introducción
概说	n. resumen
概貌	n. visión general
概述	n. resumen
榄	n. olive
榄杆市	n. Ciudad de Langgan
榄核虫	n. gusano del olivo
榄蠵龟	n. tortuga marina oliva
榄香烯	n. eletone
榄香烯口服乳	n. leche oral de oloneno
榄香烯注射液	n. inyección de linoleena
榅	n. quint
榆	n. elm
榆中	n. Yuzhong
榆关道	n. Carretera Yuguan
榆叶梅	n. ciruela de olmo
榆坪	n. Yuping
榆垡	n. Yufa
榆垡村	n. Aldea Yufa
榆垡镇政府	n. Gobierno municipal de Yufa
榆木疙瘩	n. bultos de olmo
榆林	n. Yulin
榆林北路	n. Carretera Yulin Norte
榆林县	n. Condado de Yulin
榆林市	n. Ciudad de Yulin
榆林街	n. Calle Yulin
榆林豆腐	n. Tofu Yulin
榆林路	n. Carretera Yulin
榆树	n. olmos
榆树县	n. Condado de Yushu
榆树壕	n. Foso de olmo
榆树屯镇	n. Yushu Tun Town
榆树市	n. Ciudad de los Olmos
榆树庄	n. Pueblo de los Olmos
榆树村	n. Aldea Yushu
榆树林子	n. elm Grove Zi
榆树沟	n. Canal Yushu
榆树沟乡	n. Municipio de Yushugou
榆树湾	n. Elm Bay
榆次	n. Yuci
榆次县	n. Condado de Yuci
榆次市	n. Ciudad Yuci
榆次灌肠	n. Salchicha yuci
榆潜蛾	n. polilla buceadora olmo
榆牡蛎蚧	n. olmo, ostra y larva
榆社	n. Yushe
榆科镇	n. Yuke Town
榆蘑	n. setas olmo
榆钱	n. monedas de olmo
榆钱胡同	n. Yuqian Hutong
榇	n. ataúd
榈	n. palm
榉	n. haya
榉坂	n. Pendiente de escarabajo
榍	n. haz
榎本	n. Enomoto
榎本武扬	n. Enomoto Takeyo
榔	n. lang
榔头	n. martillo
榕	n. banyan
榕东街道	n. Subdistrito de Rongtong
榕华大道	n. Avenida Ronghua
榕华街	n. Calle Ronghua
榕华街道	n. Subdistrito de Ronghua
榕园	n. Jardín de Banyan
榕城	n. Rongcheng
榕城广场	n. Rongcheng Plaza
榕木虱	n. psílido de Banyan
榕树	n. árbol de banyan
榕树凹	n. Banyan Hollow
榕树坪	n. Banyan Tree Flat
榕树茶	n. té de Banyan
榕桥	n. Rongqiao
榕江指环虫	n. Dactilogenia del río Rongjiang
榕湖	n. Ronghu
榕湖饭店	n. Ronghu Hotel
榖	n. grano
榛	n. hazel
榛子	n. avellanas
榛鸡	n. grousa de avellano
榛鸡属	n. género de avellanas
榜	n. lista
榜上	n. en la lista
榜上村	n. Aldea de Bangshang
榜书	n. se emitió un aviso
榜单	n. clasificaciones
榜姐	n. Bangjie
榜文	n. se emitió el aviso
榜样	n. modelos a seguir
榧	n. torreya
榧子	n. nueces de Torreya
榨	v. exprimir
榨取	v. explotar
榨汁	v. zumo
榨汁机	n. exprimidor
榨油	v. extraer aceite
榨菜	n. mostaza encurtida
榨鼓乡	n. Pueblo de los Tambores
榫	n. mortaja y espiga
榫头	n. mortaja y mortaja
榭	n. pabellón
榰	n. qi
榱	n. viga
榴	n. granada
榴园	n. huerto de granadas
榴园小区	n. Comunidad Liuyuan
榴弹	n. granadas
榴弹炮	n. obuses
榴莲	n. durian
榴莲酥	n. masa de durián
榷	n. impuestos
榻	n. sofá
槁	adj. gao
槁木	n. madera marchita
槃	n. pan
槊	n. la lanza
槌	n. martillo
槎	n. balsa
槎桥村	n. Aldea de Chaqiao
槎浦桥	n. Puente de Chapu
槎涌	n. Oleada de balsa
槐	n. árbol de langosta
槐东村	n. Pueblo Huai Este
槐南乡	n. Municipio de Huainan
槐埝乡	n. Aldea de Huainian
槐山	n. Huaishan
槐川村	n. Aldea de Huaichuan
槐店镇	n. Pueblo de Huaidian
槐房	n. casa de las Langostas
槐杞黄颗粒	n. Gránulos de Huaiqi Huang
槐柏树街	n. Calle Huaibaishu
槐树	n. el árbol de langosta
槐树关镇	n. Pueblo de Huaishuguan
槐树岭	n. Cresta de Huaishu
槐树岭南站	n. Estación Huaishuling Sur
槐树岭社区	n. Comunidad de Huaishuling
槐树巷	n. Callejón Huaishu
槐树新村	n. Nueva Aldea de Huaishu
槐树王村	n. Aldea Huaishu Wang
槐树胡同	n. Callejón Huaishu
槐树街	n. Calle Huaishu
槐树路	n. Carretera Huaishu
槐树院	n. Patio de Huaishu
槐植	v. plantar langosta
槐米	n. semillas de langosta
槐花	n. flores de langosta
槐花乡	n. Municipio de Huaihua
槐茂酱菜	n. Pepinillos Huai Mao
槐角	n. árbol de langosta
槐角丸	n. pastillas Huai Jiao
槐角苷	n. socopodin
槐豆胶	n. pegamento de langosta
槐里	n. Huaili
槔	n. cargador
槙原敬之	n. Makihara Keiyuki
槚	n. jia
槚山乡	n. Municipio de Jiashan
槛	n. barandilla
槟	n. ángulo de apuesta
槟城	n. Penang
槟榔	n. nuez de betel
槟榔子	n. nuez de betel
槠	n. roble
槭	n. arce
槭风蛋糕	n. pastel de arce
槱	n. qi
槲	n. roble
槲叶	n. hojas de roble
槲寄生	n. mistletto
槲皮素	n. quercetina
槲皮苷	n. quercetina
槲豆螺	n. caracol de roble
槽	n. maldita sea
槽号	n. número de ranura
槽坑	n. pit
槽头	n. cabeza de canal
槽子	n. groove
槽子糕	n. pastel Caozi
槽点	n. puntos a criticar
槽牙	n. dientes de alveolo
槽钢	n. acero de canal
槽齿目	n. Orden Grodontia
槿	n. hibisco
樊东	n. Fan Dong
樊城	n. Fancheng
樊增祥	n. Fan Zengxiang
樊家寨	n. Fanjiazhai
樊家川乡	n. Municipio de Fanjiachuan
樊尚	n. Fan Shang
樊川	n. Fanchuan
樊庄村	n. Aldea de Fanzhuang
樊建	n. Fan Jian
樊彬	n. Contenedor de ventiladores
樊志松	n. Fan Zhisong
樊春晖	n. Fan Chunhui
樊村河乡	n. Municipio de Fancunhe
樊梨花	n. Fan Lihua
樊江	n. Río Fan
樊洼路	n. Carretera Fanwa
樊笼	n. jaula de recintos
樊篱	n. fanli
樊粹庭	n. Ventilador
樊能	n. Fan Neng
樊西	n. Fanxi
樊西巷	n. Callejón Fan West
樊野	n. Fan Ye
樊钟秀	n. Fan Zhongxiu
樗	n. chu
樗里疾	n. Enfermedad de Chuli
樘	n. tang
樟	n. alcanfor
樟井	n. Zhangjing
樟坑	n. Zhangkeng
樟岚	n. Zhanglan
樟岚村	n. Aldea Zhanglan
樟木	n. madera de alcanfor
樟木滩	n. Playa Zhangmu
樟村	n. Pueblo Zhang
樟林村	n. Pueblo Zhanglin
樟树	n. árbol de alcanfor
樟树园	n. Jardín Zhangshu
樟树市	n. Ciudad Zhangshu
樟树潭	n. Piscina Zhangshu
樟河	n. Zhanghe
樟潭	n. Zhangtan
樟潭镇	n. Pueblo Zhangtan
樟科	n. Lauraceae
樟脑	n. alcanfor
樟脑丸	n. bolas de alcanfor
樟脑磺酸钠	n. alcanfora sulfonato sódico
樟脑草	n. hierba alcanfor
樟脑软膏	n. ungüento de alcanfor
樟脚村	n. Pueblo Zhangjiao
樟茶鸭	n. pato té de alcanfor
樟茶鸭子	n. pato té de alcanfor
模	n. modelo
模仿	v. imitar
模具	n. moldes
模具工业园	n. parque Industrial de Moho
模具设计	n. diseño de moldes
模冗余	n. y redundancias modeladas
模压	v. moldear
模块	n. módulo
模块分解	n. desglose de módulos
模块加载	n. carga de módulos
模块化	v. modularizar
模块化开发	n. desarrollo modular
模块化方法	n. enfoque modular
模块化编程	n. programación modular
模块外	n. fuera del módulo
模块安装	n. instalación de módulos
模块开发	n. desarrollo de módulos
模块性	n. modularidad
模块测试	n. pruebas de módulos
模块问题	n. problemas con los módulos
模块驱动	n. transmisión de módulos
模型	n. modelo
模型变换	n. transformación de modelos
模型库	n. biblioteca de modelos
模型材料	n. materiales de los modelos
模型生成器	n. generador de modelos
模型简化	n. simplificación del modelo
模型表示	n. el modelo establece
模型视图	n. vista del modelo
模型论	n. teoría de modelos
模型识别	n. reconocimiento de modelos
模型选择	n. selección de modelos
模型预测	n. predicción del modelo
模型驱动	adj. impulsado por modelos
模型驱动方法	n. enfoque basado en modelos
模子	n. moho
模式	n. patrón
模式下	phr. en modo
模式产地	n. localidad tipo
模式分析	n. análisis de patrones
模式分类	n. clasificación de patrón
模式动物	n. un animal modelo
模式匹配	n. coincidencia de patrones
模式口东里	n. Moshikou Dongli
模式口东里社区	n. Comunidad Momokou Dongli
模式口南里	n. Momokou Nanli
模式口西里	n. Momokouxili
模式小鳄	n. cocodrilo de modo
模式描述	n. descripción del patrón
模式搜索	n. búsqueda de patrones
模式标本	n. ejemplar tipo
模式概念	n. concepto de patrones
模式设计	n. diseño del patrón
模式识别	n. reconocimiento de patrones
模态	n. modalidad
模态框	n. caja modal
模态窗口	n. ventana modal
模态视图	n. visión modal
模态逻辑	n. lógica modal
模拟	v. simular
模拟仲裁庭	n. tribunal arbitral simulado
模拟器	n. simulador
模拟按键	n. teclas simuladas
模拟民事审判庭	n. tribunal civil simulado
模拟法庭训练	n. entrenamiento simulado en pista
模拟点击	v. simular clic
模拟电子	n. electrónica analógica
模拟电子技术	n. tecnología electrónica analógica
模拟电路	n. circuitos analógicos
模拟登陆	n. aterrizaje simulado
模拟程序	n. programa de simulación
模拟系统	n. sistema analógico
模拟视频	n. vídeo analógico
模拟计算机	n. ordenadores simulados
模拟试卷	n. exámenes de simulacro
模拟语言	n. lenguaje simulado
模拟输入	n. entrada analógica
模拟输出	n. salida analógica
模拟过程	n. proceso simulado
模拟退火	n. recocido simulado
模拟退火算法	n. algoritmo de recocido simulado
模拟键盘	n. teclado simulado
模拟鼠标	n. ratón simulado
模数转换器	n. Convertidores analógico-digital
模板	n. plantilla
模板元	n. meta de plantilla
模板元编程	n. meta-programación de plantillas
模板函数	n. función plantilla
模板化控件	n. controles con plantillas
模板匹配	n. coincidencia de plantillas
模板库	n. biblioteca de plantillas
模板引擎	n. motor de plantillas
模板技术	n. tecnología de plantillas
模板整理	n. organización de plantillas
模板方法	n. método de plantilla
模板方法模式	n. Patrón de método plantilla
模板模式	n. modo plantilla
模板消息	n. mensaje de plantilla
模板算法	n. algoritmo plantilla
模板类	n. categoría de plantilla
模板编程	n. programación de plantillas
模板节点	n. nodos plantilla
模板集	n. conjunto de plantillas
模板题	n. preguntas sobre plantillas
模样	n. apariencia
模棱两可	adj. ambiguo
模毒蛾	n. modelado de polillas venenosas
模版	n. plantilla
模版引擎	n. motor de plantillas
模版方法	n. método de plantilla
模版方法模式	n. modo de método plantilla
模版类	n. categoría de plantilla
模特	n. modelo
模特儿	n. modelo
模糊	adj. difuso
模糊了	v. difuminar
模糊的	adj. difuso
模糊网纹蚤	n. pulgas mosquitos
模线性方程组	n. ecuaciones lineales de módulo
模组	n. módulo
模考	n. examen simulado
模范	n. modelo
模范乡	n. municipio Modelo
模范西路	n. Ruta Modelo Occidental
模范马路	n. Carreteras modelo
模运算	n. operaciones modulares
模里西斯宝螺	n. caracol mauriciano
樨	n. xi
横	adj. horizontal
横七条	n. con siete franjas horizontales
横东岭	n. Cresta de Hengdong
横亘	v. abarcar
横令	n. Heng Ling
横冈	n. Henggang
横冲	v. cargar
横冲直撞	phr. avanzando
横冲直闯	phr. avanzando
横分裂	n. división transversal
横切面	n. sección transversal
横列	n. dispuestos horizontalmente
横剖面	n. sección transversal
横加	v. interferir arbitrariamente
横匾	n. una placa horizontal
横口	n. boca lateral
横台山	n. Montaña Hengtai
横向	adj. horizontal
横向扫描	n. escaneo horizontal
横向滑动	n. deslizamiento horizontal
横向联合	n. alianza horizontal
横坐标	n. coordenada x
横坑	n. hengkeng
横坑村	n. Pueblo de Hengkeng
横坪	n. Hengping
横塘	n. Hengtang
横塘村	n. Pueblo Hengtang
横屏	v. modo paisaje
横屏竖屏	n. pantallas horizontales y verticales
横山	n. Hengshan
横山下	n. Al pie de Hengshan
横山坞村	n. Pueblo de Hengshanwu
横山头	n. Cima de Hengshan
横山村	n. Pueblo de Hengshan
横山桥村	n. Aldea del Puente Hengshan
横山由依	n. Yokoyama Yui
横山裕	n. Yutaka Yokoyama
横岗	n. Henggang
横岗镇政府	n. Gobierno municipal de Henggang
横岩村	n. Pueblo Hengyan
横岭	n. Hengling
横岭山	n. Montaña Hengling
横岭村	n. Pueblo de Hengling
横岭背	n. Hengling detrás de él
横岭镇	n. Ciudad de Hengling
横峰	n. Hengfeng
横川	n. Hengchuan
横幅	n. estandarte
横平竖直	phr. horizontalmente, recto y vertical
横店	n. Hengdian
横庙乡	n. Municipio de Hengmiao
横心	v. endurecerse
横截面	n. sección transversal
横扫	v. barrer
横批	n. inscripción horizontal
横披	n. extendiéndose a través de
横挑鼻子竖挑眼	phr. meterse con alguien
横排	n. fila horizontal
横断	v. cruzar
横断山	n. Montaña Hengduan
横断面	n. sección transversal
横断面调查	n. encuesta transversal
横是	adv. horizontal es
横暴	adj. tiránico
横板村	n. Pueblo de Yokoban
横板桥	n. Puente Hengban
横林	n. Henglin
横柏村	n. Pueblo de Hengbai
横标	n. marcador horizontal
横桥	n. hengqiao
横桥乡	n. Municipio de Hengqiao
横梁	n. una viga horizontal
横槎	n. Una balsa horizontal
横死	v. morir una muerte violenta
横水	n. hengshui
横江	n. hengjiang
横江村	n. Pueblo de Hengjiang
横江渡	n. Cruzando el río
横江路	n. Calle Hengjiang
横沙	n. Hengsha
横沙村	n. Aldea Hengsha
横沟	n. henggou
横河	n. Henghe
横河堰	n. Presa de Henghe
横河新村	n. Pueblo Nuevo de Henghe
