# 由 glimmer-gloss-gen 生成（LLM），音标来自 ipa-dict。词	[词性. ]译词[|音标]	[词性. ]译词[|音标]
㕮	v. chew|tʃuː
忙完	v. finish busy work|ˈfɪnɪʃ ˈbɪzi wɜːrk
忙完了	phr. finished being busy|ˈfɪnɪʃt ˈbiːɪŋ ˈbɪzi
忙宗荣组	n. Mangzongrong group
忙得	v. so busy that|soʊ ˈbɪzi ðæt
忙忙	adj. busy|ˈbɪzi
忙忙碌碌	adj. busy|ˈbɪzi
忙死	phr. extremely busy|ekˈstriːmli ˈbɪzi
忙死了	phr. extremely busy|ekˈstriːmli ˈbɪzi
忙活	v. bustle about|ˈbʌsəl əˈbaʊt
忙畔街道	n. Mangpan Street
忙疯	adj. crazy busy|ˈkreɪzi ˈbɪzi
忙的时候	phr. when busy|hwen ˈbɪzi
忙着	v. busy|ˈbɪzi
忙碌	adj. busy|ˈbɪzi
忙碌的	adj. busy|ˈbɪzi
忙等待	v. busy wait|ˈbɪzi weɪt
忙起来	v. get busy|ɡet ˈbɪzi
忙里偷闲	phr. steal a moment|stiːl eɪ ˈmoʊmənt
忙音	n. busy tone|ˈbɪzi toʊn
忝	v. be ashamed|biː əˈʃeɪmd
忞	adj. diligent|ˈdɪlɪdʒənt
忠	adj. loyal|ˈlɔɪəl
忠义	n. loyalty|ˈlɔɪəlti
忠于	v. be loyal to|biː ˈlɔɪəl tuː
忠信事不显	phr. loyalty not shown|ˈlɔɪəlti nɑːt ʃoʊn
忠勇	adj. loyal and brave|ˈlɔɪəl ænd breɪv
忠厚	adj. honest and kind|ˈɑːnəst ænd kaɪnd
忠告	n. advice|ædˈvaɪs
忠告而善道之	phr. advise and guide well|ædˈvaɪz ænd ɡaɪd wel
忠孝	n. loyalty and filial piety|ˈlɔɪəlti ænd ˈfɪliːəl ˈpaɪəti
忠孝两全	phr. loyal and filial|ˈlɔɪəl ænd ˈfɪliːəl
忠孝节义	phr. loyalty and filial piety|ˈlɔɪəlti ænd ˈfɪliːəl ˈpaɪəti
忠实	adj. faithful|ˈfeɪθfəl
忠实度	n. fidelity|ˌfaɪˈdeləti
忠实里社区	n. Zhongshili community
忠州刺史时	phr. when prefect of Zhongzhou
忠心	n. loyalty|ˈlɔɪəlti
忠心耿耿	phr. loyal and devoted|ˈlɔɪəl ænd dɪˈvoʊtɪd
忠恕	n. loyalty and forgiveness|ˈlɔɪəlti ænd fərˈɡɪvnəs
忠恕而已矣	phr. loyalty and forgiveness only|ˈlɔɪəlti ænd fərˈɡɪvnəs ˈoʊnli
忠愤气填膺	phr. righteous indignation fills chest|ˈraɪtʃəs ˌɪndɪɡˈneɪʃən fɪlz tʃest
忠清	n. Chungcheong
忠烈	adj. loyal and brave|ˈlɔɪəl ænd breɪv
忠烈祠东街	n. Zhonglieci East Street
忠烈祠街	n. Zhonglieci Street
忠犬	n. loyal dog|ˈlɔɪəl dɔːɡ
忠犬八千	n. Hachiko the loyal dog
忠狗德拉姆	n. Loyal Dog Drum|ˈlɔɪəl dɔːɡ drʌm
忠玉乡	n. Zhongyu Township
忠直	adj. loyal and upright|ˈlɔɪəl ænd ˈʌˌpraɪt
忠肝义胆	phr. loyalty and righteousness|ˈlɔɪəlti ænd ˈraɪtʃəsnəs
忠臣	n. loyal minister|ˈlɔɪəl ˈmɪnəstər
忠臣不谄其君	phr. loyal minister flatters not
忠良	n. loyal|ˈlɔɪəl
忠言	n. sincere advice|sɪnˈsɪr ædˈvaɪs
忠言逆耳	phr. good advice jars|ɡʊd ædˈvaɪs dʒɑːrz
忠诚	adj. loyal|ˈlɔɪəl	adj. faithful|ˈfeɪθfəl
忠诚与智慧	phr. loyalty and wisdom|ˈlɔɪəlti ænd ˈwɪzdəm
忠诚协议	n. loyalty agreement|ˈlɔɪəlti əˈɡriːmənt
忠诚合同	n. loyalty contract|ˈlɔɪəlti ˈkɑːnˌtrækt
忠诚调查令	n. loyalty investigation order|ˈlɔɪəlti ˌɪnˌvestəˈɡeɪʃən ˈɔːrdər
忠贞	adj. loyal|ˈlɔɪəl	adj. faithful|ˈfeɪθfəl
忠贞不渝	phr. loyal|ˈlɔɪəl
忠贞不贰	phr. loyal and faithful|ˈlɔɪəl ænd ˈfeɪθfəl
忠顺	adj. loyal|ˈlɔɪəl
忠骨	n. loyal bones|ˈlɔɪəl boʊnz
忠魂	n. loyal soul|ˈlɔɪəl soʊl
忡	adj. worried|ˈwɜːriːd
忡忡	adj. worried|ˈwɜːriːd	adj. anxious|ˈæŋkʃəs
忤	v. disobey|ˌdɪsəˈbeɪ
忤逆	v. disobey|ˌdɪsəˈbeɪ
忧	n. worry|ˈwɜːri
忧世心力弱	phr. worrying world weakens heart|ˈwɜːriːɪŋ wɜːrld ˈwiːkənz hɑːrt
忧伤	adj. sad|sæd	adj. melancholy|ˈmelənˌkɑːli
忧伤以终老	phr. sorrowful till old age|ˈsɑːroʊfəl tɪl oʊld eɪdʒ
忧伤的	adj. sad|sæd
忧国忧民	phr. concerned about country|kənˈsɜːrnd əˈbaʊt ˈkʌntri
忧归	v. return due to mourning|riːˈtɜːrn djuː tuː ˈmɔːrnɪŋ
忧心	adj. worried|ˈwɜːriːd
忧心如焚	phr. burning with anxiety|ˈbɜːrnɪŋ wɪð æŋˈzaɪəti
忧心忡忡	adj. anxious|ˈæŋkʃəs
忧思	n. anxiety|æŋˈzaɪəti	n. worry|ˈwɜːri
忧患	n. suffering|ˈsʌfərɪŋ	n. hardship|ˈhɑːrdʃɪp
忧患与责任	phr. hardship and responsibility|ˈhɑːrdʃɪp ænd riːˌspɑːnsəˈbɪləti
忧惧	n. anxiety|æŋˈzaɪəti
忧愁	adj. sad|sæd	adj. worried|ˈwɜːriːd
忧愤	n. grief and indignation|ɡriːf ænd ˌɪndɪɡˈneɪʃən
忧来豁蒙蔽	phr. sorrow clears the mind|ˈsɑːroʊ klɪrz ðʌ maɪnd
忧桑	adj. sad|sæd
忧苦	n. sorrow|ˈsɑːroʊ
忧虑	n. worry|ˈwɜːri	n. concern|kənˈsɜːrn
忧虞何时毕	phr. when will worries end|hwen wɪl ˈwɜːriːz end
忧谗畏讥	phr. fearing slander|ˈfɪrɪŋ ˈslændər
忧郁	adj. melancholy|ˈmelənˌkɑːli	adj. gloomy|ˈɡluːmi
忧郁症	n. depression|dɪˈpreʃən
忧郁的	adj. melancholy|ˈmelənˌkɑːli	adj. gloomy|ˈɡluːmi
忧闷	adj. depressed|dɪˈprest	adj. gloomy|ˈɡluːmi
忪	adj. frightened|ˈfraɪtənd
快	adj. fast|fæst	adj. quick|kwɪk
快一年了	phr. almost a year|ˈɔːlˌmoʊst eɪ jɪr
快一点	phr. hurry up|ˈhɜːri ʌp
快上	phr. hurry up|ˈhɜːri ʌp
快上车	phr. get on quickly|ɡet ɑːn ˈkwɪkli
快乐	adj. happy|ˈhæpi
快乐吧	phr. be happy|biː ˈhæpi
快乐呀	phr. happy|ˈhæpi
快乐哈	int. happy|ˈhæpi
快乐啊	phr. happy|ˈhæpi
快乐就好	phr. just be happy|dʒʌst biː ˈhæpi
快乐幸福	n. happiness|ˈhæpiːnəs	n. joy|dʒɔɪ
快乐快乐	adj. happy|ˈhæpi
快乐搭档	n. happy partner|ˈhæpi ˈpɑːrtnər
快乐村	n. Happy Village|ˈhæpi ˈvɪlədʒ
快乐男声	n. Super Boy|ˈsuːpər bɔɪ
快乐的	adj. happy|ˈhæpi
快乐着	v. be happy|biː ˈhæpi
快书	n. kuaishu
快了	adj. soon|suːn	adj. almost there|ˈɔːlˌmoʊst ðer
快了吧	phr. almost ready|ˈɔːlˌmoʊst ˈredi
快了快了	phr. almost there|ˈɔːlˌmoʊst ðer
快事	n. delight|dɪˈlaɪt
快些	adv. faster|ˈfæstər
快人快语	phr. frank and outspoken|fræŋk ænd ˈaʊtˈspoʊkən
快件	n. express mail|ɪkspres meɪl
快信	n. express letter|ɪkspres ˈletər
快充	v. fast charge|fæst tʃɑːrdʒ
快克	n. crack cocaine|kræk koʊˈkeɪn
快公司	n. fast company|fæst ˈkʌmpəˌni
快冻	v. quick-freeze|kwɪk friːz
快冻死	v. freeze to death|friːz tuː deθ
快出	phr. come out soon|kʌm aʊt suːn
快出来	phr. come out quickly|kʌm aʊt ˈkwɪkli
快刀斩乱麻	phr. cut the Gordian knot|kʌt ðʌ ˈɡɔːrdiːən nɑːt
快别	phr. don't|doʊn
快到	v. almost arrive|ˈɔːlˌmoʊst ərˈaɪv
快到了	phr. almost there|ˈɔːlˌmoʊst ðer
快去	phr. go quickly|ɡoʊ ˈkwɪkli
快去吧	phr. go quickly|ɡoʊ ˈkwɪkli
快去看	phr. go see quickly|ɡoʊ siː ˈkwɪkli
快去睡觉	phr. go to sleep quickly|ɡoʊ tuː sliːp ˈkwɪkli
快发	v. send quickly|send ˈkwɪkli
快吃	v. eat quickly|iːt ˈkwɪkli
快吧	int. hurry up|ˈhɜːri ʌp
快启动	n. quick start|kwɪk stɑːrt
快呀	int. hurry|ˈhɜːri
快哦	int. hurry|ˈhɜːri
快哭了	phr. about to cry|əˈbaʊt tuː kraɪ
快啊	phr. hurry up|ˈhɜːri ʌp
快嘴	n. fast talker|fæst ˈtɔːkər
快回	v. return quickly|riːˈtɜːrn ˈkwɪkli
快回去	phr. go back quickly|ɡoʊ bæk ˈkwɪkli
快回来	v. come back soon|kʌm bæk suːn
快回来了	phr. almost back|ˈɔːlˌmoʊst bæk
快夸	v. praise quickly|preɪz ˈkwɪkli
快好了	phr. almost ready|ˈɔːlˌmoʊst ˈredi
快好起来	phr. get well soon|ɡet wel suːn
快安	n. Kuai'an
快安大道	n. Kuai'an Avenue
快帮我	v. help me quickly|help miː ˈkwɪkli
快当	adj. quick|kwɪk
快快	adv. quickly|ˈkwɪkli
快快乐乐	adj. happy|ˈhæpi
快快快	int. hurry up|ˈhɜːri ʌp
快意	adj. pleasant|ˈplezənt
快意雄风海上来	phr. refreshing wind from sea|rɪˈfreʃɪŋ waɪnd frʌm siː
快感	n. pleasure|ˈpleʒər
快慢	n. speed|spiːd
快慢指针	n. fast-slow pointers|fæst sloʊ ˈpɔɪntərz
快慰	adj. gratified|ˈɡrætəˌfaɪd
快成	phr. almost become|ˈɔːlˌmoʊst bɪˈkʌm
快手	n. Kuaishou
快打	v. hurry up and hit|ˈhɜːri ʌp ænd hɪt
快找	phr. quickly find|ˈkwɪkli faɪnd
快把	phr. quickly|ˈkwɪkli
快报	n. bulletin|ˈbʊlɪtən
快捷	adj. quick|kwɪk	adj. fast|fæst
快捷图标	n. shortcut icon|ˈʃɔːrtˌkət ˈaɪkɑːn
快捷操作	n. shortcut operation|ˈʃɔːrtˌkət ˌɑːpərˈeɪʃən
快捷方式	n. shortcut|ˈʃɔːrtˌkət
快捷键	n. shortcut key|ˈʃɔːrtˌkət kiː
快捷键冲突	n. shortcut conflict|ˈʃɔːrtˌkət ˈkɑːnflɪkt
快捷键大全	n. shortcut key encyclopedia|ˈʃɔːrtˌkət kiː ɪnˌsaɪkləˈpiːdiːə
快排	n. quicksort
快播	n. Qvod
快攻	n. fast break|fæst breɪk
快放假了	phr. about to have vacation|əˈbaʊt tuː hæv veɪˈkeɪʃən
快来	phr. come quickly|kʌm ˈkwɪkli
快来了	phr. coming soon|ˈkʌmɪŋ suːn
快来吧	phr. come quickly|kʌm ˈkwɪkli
快来啊	phr. come quickly|kʌm ˈkwɪkli
快来找	v. come find quickly|kʌm faɪnd ˈkwɪkli
快来看	phr. come see|kʌm siː
快歌	n. fast song|fæst sɔːŋ
快步	v. walk quickly|wɑːk ˈkwɪkli
快毕业了	phr. about to graduate|əˈbaʊt tuː ˈɡrædʒəˌweɪt
快没了	phr. almost gone|ˈɔːlˌmoʊst ɡɔːn
快活	adj. happy|ˈhæpi	adj. cheerful|ˈtʃɪrfəl
快活林	n. Happy Forest|ˈhæpi ˈfɔːrəst
快点	adv. quickly|ˈkwɪkli
快点儿	phr. hurry up|ˈhɜːri ʌp
快点快点	phr. hurry up|ˈhɜːri ʌp
快点睡觉	phr. go to sleep quickly|ɡoʊ tuː sliːp ˈkwɪkli
快照	n. snapshot|ˈsnæpˌʃɑːt
快班	n. fast class|fæst klæs
快生了	phr. about to give birth|əˈbaʊt tuː ɡɪv bɜːrθ
快疯	v. go crazy|ɡoʊ ˈkreɪzi
快疯了	phr. going crazy|ˈɡoʊɪŋ ˈkreɪzi
快的	adj. fast|fæst
快看	int. look quick|lʊk kwɪk
快睡	v. sleep soon|sliːp suːn
快睡吧	phr. go to sleep soon|ɡoʊ tuː sliːp suːn
快睡啦	phr. go to sleep soon|ɡoʊ tuː sliːp suːn
快睡觉	phr. go to sleep quickly|ɡoʊ tuː sliːp ˈkwɪkli
快睡觉吧	phr. go to sleep quickly|ɡoʊ tuː sliːp ˈkwɪkli
快秃	adj. almost bald|ˈɔːlˌmoʊst bɔːld
快累死了	phr. exhausted|ɪɡˈzɔːstɪd
快约	phr. quickly date|ˈkwɪkli deɪt
快线	n. express line|ɪkspres laɪn
快结束了	phr. almost over|ˈɔːlˌmoʊst ˈoʊvər
快给	v. give quickly|ɡɪv ˈkwɪkli
快给我	phr. give me quickly|ɡɪv miː ˈkwɪkli
快艇	n. speedboat|ˈspiːdˌboʊt
快被	phr. almost be|ˈɔːlˌmoʊst biː
快要	adv. almost|ˈɔːlˌmoʊst	adv. about to|əˈbaʊt tuː
快让	v. quickly let|ˈkwɪkli let
快讯	n. news flash|njuːz flæʃ
快说	v. say quickly|seɪ ˈkwɪkli
快走	v. walk fast|wɑːk fæst
快走踏清秋	phr. gallop in clear autumn|ˈɡæləp ɪn klɪr ˈɔːtəm
快起来	v. get up quickly|ɡet ʌp ˈkwɪkli
快跑	v. run fast|rʌn fæst
快车	n. express train|ɪkspres treɪn
快车道	n. fast lane|fæst leɪn
快过	v. faster than|ˈfæstər ðæn
快过年了	phr. New Year is coming|njuː jɪr ɪz ˈkʌmɪŋ
快过来	phr. come here quickly|kʌm hiːr ˈkwɪkli
快运	n. express delivery|ɪkspres dɪˈlɪvəri
快进	v. fast-forward|ˌfæstˈfɔːrwərd
快递	n. express delivery|ɪkspres dɪˈlɪvəri
快递公司	n. courier company|ˈkɜːriːər ˈkʌmpəˌni
快递员	n. courier|ˈkɜːriːər
快递小哥	n. courier|ˈkɜːriːər
快递查询	n. express tracking|ɪkspres ˈtrækɪŋ
快递费	n. delivery fee|dɪˈlɪvəri fiː
快递过来	phr. send by express|send baɪ ɪkspres
快速	adj. fast|fæst
快速乘	n. fast multiplication|fæst ˌməltəpləˈkeɪʃən
快速乘法	n. fast multiplication|fæst ˌməltəpləˈkeɪʃən
快速以太网	n. Fast Ethernet|fæst ˈiːθərˌnet
快速公交	n. BRT
快速冷冻	n. quick freezing|kwɪk ˈfriːzɪŋ
快速列车	n. express train|ɪkspres treɪn
快速动眼期	n. REM sleep|rem sliːp
快速发展	v. develop rapidly|dɪˈveləp ˈræpədli
快速启动	phr. quick start|kwɪk stɑːrt
快速幂	n. fast exponentiation
快速幂取模	n. fast modular exponentiation
快速幂运算	n. fast exponentiation
快速开发	v. rapid development|ˈræpəd dɪˈveləpmənt
快速开发平台	n. rapid development platform|ˈræpəd dɪˈveləpmənt ˈplætˌfɔːrm
快速开发框架	n. rapid development framework|ˈræpəd dɪˈveləpmənt ˈfreɪmˌwərk
快速排序	n. quicksort
快速排序算法	n. quicksort algorithm
快速查找	n. quick search|kwɪk sɜːrtʃ
快速查询	n. quick query|kwɪk ˈkwiːri
快速消息	n. quick message|kwɪk ˈmesədʒ
快速矩阵幂	n. fast matrix power|fæst ˈmeɪtrɪks ˈpaʊər
快速索引	n. quick index|kwɪk ˈɪndeks
快速路	n. expressway|ɪksˈpresˌweɪ
快速转到	v. quickly switch to|ˈkwɪkli swɪtʃ tuː
快速选择	n. quick selection|kwɪk səˈlekʃən
快速道路	n. expressway|ɪksˈpresˌweɪ
快速部署	v. rapid deployment|ˈræpəd dɪˈplɔɪmənt
快醒醒	v. wake up quickly|weɪk ʌp ˈkwɪkli
快门	n. shutter|ˈʃʌtər
快闪	n. flash mob|flæʃ mɑːb
快闪开	phr. quickly dodge|ˈkwɪkli dɑːdʒ
快阁苑	n. Kuaige Garden
快餐	n. fast food|fæst fuːd
快餐店	n. fast food restaurant|fæst fuːd ˈresˌtrɑːnt
快饿死了	phr. starving|ˈstɑːrvɪŋ
快马加鞭	phr. spur on|spɜːr ɑːn
快高长大	phr. grow up quickly|ɡroʊ ʌp ˈkwɪkli
忭	adj. joyful|ˈdʒɔɪfəl
忮	adj. jealous|ˈdʒeləs
忱	n. sincerity|sɪnˈserəti
忳	adj. sad|sæd	adj. grieved|ɡriːvd
忳郁邑余侘傺兮	phr. deeply frustrated|ˈdiːpli ˈfrʌsˌtreɪtəd
念	v. read aloud|red əˈlaʊd
念之断人肠	phr. thinking breaks heart|ˈθɪŋkɪŋ breɪks hɑːrt
念书	v. study|ˈstʌdi
念了	v. read|red
念佛	v. chant Buddha's name|tʃænt ˈbuːdəz neɪm
念兹在兹	phr. keep in mind constantly|kiːp ɪn maɪnd ˈkɑːnstəntli
念及	v. think of|θɪŋk ʌv
念叨	v. mutter|ˈmʌtər	v. talk about|tɔːk əˈbaʊt
念咒	v. chant spell|tʃænt spel
念坛村	n. Niantan Village
念头	n. thought|θɔːt	n. idea|aɪˈdiːə
念奴娇昆仑	n. Niannujiao Kunlun
念常	n. Nianchang
念念	v. read aloud|red əˈlaʊd
念念不忘	phr. never forget|ˈnevər fərˈɡet
念念不舍	phr. never give up thinking|ˈnevər ɡɪv ʌp ˈθɪŋkɪŋ
念念有词	phr. mutter incantations
念想	n. memory|ˈmeməri
念旧	v. remember old times|riːˈmembər oʊld taɪmz
念此私自愧	phr. feel ashamed privately|fiːl əˈʃeɪmd ˈpraɪvətli
念物	n. keepsake|ˈkiːpˌseɪk
念珠	n. prayer beads|ˈpreɪər biːdz
念珠菌	n. Candida|ˈkændɪdə
念珠菌感染	n. candidiasis
念珠菌病	n. candidiasis
念白	n. spoken parts in opera|ˈspoʊkən pɑːrts ɪn ˈɑːprə
念经	v. chant scriptures|tʃænt ˈskrɪptʃərz
念诵	v. chant|tʃænt	v. recite|rəˈsaɪt
忸	adj. bashful|ˈbæʃfəl
忸怩	adj. bashful|ˈbæʃfəl
忸怩作态	phr. act coyly|ækt ˈkɔɪli
忺	v. desire|dɪˈzaɪər
忻	n. Xin
忻县	n. Xin County
忻城	n. Xincheng
忻州地区	n. Xinzhou area
忻州市	n. Xinzhou City
忻州瓦酥	n. Xinzhou tile pastry
忻康里	n. Xinkangli
忽	adv. suddenly|ˈsʌdənli
忽临睨夫旧乡	phr. suddenly glance at homeland|ˈsʌdənli ɡlæns æt ˈhoʊmˌlænd
忽冷忽热	adj. hot and cold|hɑːt ænd koʊld
忽如一夜春风来	phr. suddenly like spring breeze|ˈsʌdənli laɪk sprɪŋ briːz
忽如江浦上	phr. suddenly as on riverbank|ˈsʌdənli æz ɑːn ˈrɪvərˌbæŋk
忽尔弦断绝	phr. suddenly the string breaks|ˈsʌdənli ðʌ strɪŋ breɪks
忽尽下牢边	phr. suddenly end at Xialao
忽必来	n. Khubilai
忽必烈	n. Kublai Khan
忽悠	v. fool|fuːl	v. deceive|dɪˈsiːv
忽报人间曾伏虎	phr. suddenly reported tiger subdued|ˈsʌdənli ˌriːˈpɔːrtɪd ˈtaɪɡər səbˈduːd
忽明忽暗	phr. flickering|ˈflɪkərɪŋ
忽洛丹斯堡马	n. Hulodansburg horse
忽然	adv. suddenly|ˈsʌdənli
忽然发现	v. suddenly realize|ˈsʌdənli ˈriːəˌlaɪz
忽然想起	phr. suddenly remember|ˈsʌdənli riːˈmembər
忽然觉得	phr. suddenly feel|ˈsʌdənli fiːl
忽略	v. ignore|ˌɪɡˈnɔːr
忽略不计	phr. negligible|ˈneɡlədʒəbəl
忽略了	v. ignored|ˌɪɡˈnɔːrd
忽略列表	n. ignore list|ˌɪɡˈnɔːr lɪst
忽略文件	n. ignore file|ˌɪɡˈnɔːr faɪl
忽而	adv. suddenly|ˈsʌdənli
忽视	v. ignore|ˌɪɡˈnɔːr	v. neglect|nəˈɡlekt
忽视了	v. ignored|ˌɪɡˈnɔːrd	v. neglected|nəˈɡlektəd
忽那汐里	n. Shiori Kutsuna
忽里台大会	n. Kurultai
忽闪	v. flash|flæʃ
忽闻歌古调	phr. Suddenly hear ancient tune|ˈsʌdənli hiːr ˈeɪnʃənt tuːn
忽闻河东狮子吼	phr. suddenly hear wife's scolding|ˈsʌdənli hiːr waɪfs ˈskoʊldɪŋ
忽鸡图乡	n. Hujitu Township
忽鸡沟乡	n. Hujigou Township
忾	v. resent|riːˈzent
忿	n. anger|ˈæŋɡər
忿忿不平	adj. indignant|ˌɪnˈdɪɡnənt
怀	n. bosom|ˈbʊzəm	n. mind|maɪnd
怀上	v. conceive|kənˈsiːv
怀中	n. bosom|ˈbʊzəm
怀乡	v. be homesick|biː ˈhoʊmˌsɪk
怀了	v. pregnant|ˈpreɡnənt
怀仁	n. Huairen
怀俄	n. Wyoming|ˌwaɪˈoʊmɪŋ
怀俄明	n. Wyoming|ˌwaɪˈoʊmɪŋ
怀俄明州	n. Wyoming|ˌwaɪˈoʊmɪŋ
怀化	n. Huaihua
怀化县	n. Huaihua County
怀化市	n. Huaihua City
怀古	v. nostalgia|nɔːˈstældʒə
怀地黄	n. Rehmannia root
怀头他拉镇	n. Huaitoutala Town
怀孕	v. be pregnant|biː ˈpreɡnənt
怀宁	n. Huaining
怀安村	n. Huai'an Village
怀安环路	n. Huai'an Ring Road
怀庆街道	n. Huaiqing Street
怀德	v. cherish virtue|ˈtʃerɪʃ ˈvɜːrtʃuː
怀德中路	n. Huaide Middle Road
怀德北路	n. Huaide North Road
怀德南路	n. Huaide South Road
怀德县	n. Huaide County
怀德名园	n. Huaide Garden
怀德苑	n. Huaide Garden
怀德路	n. Huaide Road
怀忧丧志	phr. lose ambition in worry|luːz æmˈbɪʃən ɪn ˈwɜːri
怀念	v. cherish|ˈtʃerɪʃ	v. miss|mɪs
怀念你	phr. miss you|mɪs juː
怀念过去	phr. miss the past|mɪs ðʌ pæst
怀恋	v. miss|mɪs	v. yearn for|jɜːrn fɔːr
怀恨	v. bear a grudge|ber eɪ ɡrʌdʒ
怀恨在心	phr. bear a grudge|ber eɪ ɡrʌdʒ
怀恩	n. Huai'en
怀想	v. remember|riːˈmembər
怀才不遇	phr. have unrecognized talent|hæv ənˈrekəɡˌnaɪzd ˈtælənt
怀抱	n. arms|ɑːrmz	n. embrace|emˈbreɪs
怀挺	v. cheer up|tʃɪr ʌp
怀旧	v. nostalgia|nɔːˈstældʒə
怀旧不能发	phr. nostalgia prevents expression|nɔːˈstældʒə priːˈvents ɪksˈpreʃən
怀春	v. yearn for love|jɜːrn fɔːr lʌv
怀有	v. have|hæv	v. harbor|ˈhɑːrbər
怀来	n. Huailai
怀柔	n. Huairou|ˈhwaɪruː
怀柔北大街	n. Huairou North Street|ˈhwaɪruː nɔːrθ striːt
怀柔县	n. Huairou County|ˈhwaɪruː ˈkaʊni
怀柔地区	n. Huairou Area|ˈhwaɪruː ˈeriːə
怀柔旅游局	n. Huairou Tourism Bureau|ˈhwaɪruː ˈtʊˌrɪzəm ˈbjʊroʊ
怀柔汽车站	n. Huairou Bus Station|ˈhwaɪruː bʌs ˈsteɪʃən
怀柔法院	n. Huairou Court|ˈhwaɪruː kɔːrt
怀柔车站路	n. Huairou Station Road|ˈhwaɪruː ˈsteɪʃən roʊd
怀海	n. Huaihai
怀牛膝	n. Achyranthes root
怀特	n. White|hwaɪt
怀疑	v. doubt|daʊt	v. suspect|ˈsʌsˌpekt
怀疑人生	phr. doubt life|daʊt laɪf
怀疑自己	phr. doubt oneself|daʊt ˌwənˈself
怀着	v. with|wɪð	v. harbor|ˈhɑːrbər
怀胎	v. be pregnant|biː ˈpreɡnənt
怀胎桂鱼	n. pregnant mandarin fish|ˈpreɡnənt ˈmændərən fɪʃ
怀茂乡	n. Huaimao Township
怀表	n. pocket watch|ˈpɑːkət wɑːtʃ
怀贤	v. cherish the virtuous|ˈtʃerɪʃ ðʌ ˈvɜːrtʃuːəs
怀远	n. Huaiyuan
怀远三绝	n. Huaiyuan three wonders
怀远东路	n. Huaiyuan East Road
怀远石榴	n. Huaiyuan pomegranate
怀远门	n. Huaiyuan Gate
怀道乡	n. Huaidao Township
怀邵衡铁路	n. Huai-Shao-Heng railway
怀里	n. in one's arms|ɪn wʌnz ɑːrmz
怀集	n. Huaiji
怀鬼胎	phr. have ulterior motives|hæv əlˈtɪriːər ˈmoʊtɪvz
态	n. state|steɪt	n. form|fɔːrm
态势	n. situation|ˌsɪtʃuːˈeɪʃən
态度	n. attitude|ˈætəˌtuːd
态度量表	n. attitude scale|ˈætəˌtuːd skeɪl
怂	adj. cowardly|ˈkaʊərdli
怂了	v. chicken out|ˈtʃɪkən aʊt
怂恿	v. instigate|ˈɪnstəˌɡeɪt	v. urge|ɜːrdʒ
怂的	adj. cowardly|ˈkaʊərdli
怃	v. disappointed|ˌdɪsəˈpɔɪnɪd
怃然	adj. disappointed|ˌdɪsəˈpɔɪnɪd
怄	v. be annoyed|biː əˈnɔɪd
怄气	v. sulk|sʌlk
怅	adj. disappointed|ˌdɪsəˈpɔɪnɪd	adj. melancholy|ˈmelənˌkɑːli
怅惘	adj. melancholy|ˈmelənˌkɑːli
怅然	adj. disappointed|ˌdɪsəˈpɔɪnɪd
怅然若失	phr. feel lost|fiːl lɔːst
怆	adj. sad|sæd
怆然	adj. sorrowful|ˈsɑːroʊfəl
怊	adj. sad|sæd
怍	v. be ashamed|biː əˈʃeɪmd
怎	adv. how|haʊ
怎么	adv. how|haʊ
怎么不	adv. why not|hwaɪ nɑːt
怎么不是	phr. why not|hwaɪ nɑːt
怎么不能	phr. why not|hwaɪ nɑːt
怎么不见	phr. why not seen|hwaɪ nɑːt siːn
怎么不说	phr. why not say|hwaɪ nɑːt seɪ
怎么也	adv. no matter how|noʊ ˈmætər haʊ
怎么买	phr. how to buy|haʊ tuː baɪ
怎么了	phr. what's wrong|hwʌts rɔːŋ
怎么了吗	phr. what's wrong|hwʌts rɔːŋ
怎么了呀	phr. what's wrong|hwʌts rɔːŋ
怎么了呢	phr. what's wrong|hwʌts rɔːŋ
怎么了啊	phr. what's wrong|hwʌts rɔːŋ
怎么会	phr. how could|haʊ kʊd
怎么会呢	phr. how could|haʊ kʊd
怎么会是	phr. how can it be|haʊ kæn ɪt biː
怎么你了	phr. what's wrong with you|hwʌts rɔːŋ wɪð juː
怎么做	phr. how to do|haʊ tuː duː
怎么写	phr. how to write|haʊ tuː raɪt
怎么办	phr. what to do|hwʌt tuː duː
怎么办呢	phr. what to do|hwʌt tuː duː
怎么办啊	phr. what to do|hwʌt tuː duː
怎么卖	phr. how much|haʊ mʌtʃ
怎么又	adv. why again|hwaɪ əˈɡeɪn
怎么发	phr. how to send|haʊ tuː send
怎么变	phr. how to change|haʊ tuː tʃeɪndʒ
怎么变成	v. how become|haʊ bɪˈkʌm
怎么可能	phr. impossible|ˌɪmˈpɑːsəbəl
怎么吃	phr. how to eat|haʊ tuː iːt
怎么呢	phr. why|hwaɪ
怎么和	phr. how to with|haʊ tuː wɪð
怎么回事	phr. what's wrong|hwʌts rɔːŋ
怎么回答	phr. how to answer|haʊ tuː ˈænsər
怎么处理	phr. how to handle|haʊ tuː ˈhændəl
怎么好	phr. how good|haʊ ɡʊd
怎么弄	phr. how to do|haʊ tuː duː
怎么弄的	phr. how did|haʊ dɪd
怎么得了	phr. how terrible|haʊ ˈterəbəl
怎么忍心	phr. how can one bear|haʊ kæn wʌn ber
怎么想的	phr. what were you thinking|hwʌt wɜːr juː ˈθɪŋkɪŋ
